ReviewAuditID,AuditID,UserID,RiderID,RestaurantID,ReviewID
132,43a5e533-34ee-4d3b-ba16-ecc77fd279e8,34112,698,9221,7779
133,8e6fb7ae-10da-4118-8210-dfecf462bf7f,10032,672,7559,1518
134,f970b4a6-cb92-494a-b493-2d39f53e898c,23254,770,6153,6857
135,bfe93001-7884-457c-923a-2bbeb198cd10,43544,706,3700,7736
136,b372529e-2ce9-45e9-b2f8-3ca412af54ee,5374,983,7604,5586
137,1637187a-8493-4ade-86ec-cde99a88aaeb,45391,577,9572,3839
138,e5469966-fd1f-45b1-844a-f959d03d47cc,570,149,7855,9009
139,2325cdd2-8681-4571-9bd4-2751cae17bac,35063,211,9124,274
140,67921f61-513e-4c36-8097-1b7308dc8c42,19474,670,3256,644
141,7bd43236-47c5-4ef8-84af-27097aeb42ff,16141,190,47,937
142,5b292000-c6a7-4f99-9327-c89e85f99473,29881,28,4118,1547
143,a706eee2-eb44-4088-abf5-7ffca720a4cb,43324,205,718,7384
144,6fa024fb-0734-4b6d-b546-cfac4387795e,26330,494,6697,1974
145,91396a1f-16d3-40e6-af3f-9505c14686e3,47235,820,2012,3987
146,07cfa2e7-3934-4bf6-8e7f-92b333e75f9f,3877,782,4530,3286
147,d86a3079-2f25-4179-bd44-3e82cd8da16f,20222,512,5559,5623
148,bbe3b170-22a2-4f75-b317-8fe675c10f9a,2705,261,4279,5874
149,f2e8bbb4-c3b2-46a7-8d6c-3fbef8d16be2,43827,673,4313,1793
150,f6d258c0-37fe-49d8-9750-c662a01bc649,35257,947,8866,3267
151,0b12c52e-7354-4993-b7d7-0e37b4bd9ae1,9684,332,7048,1677
152,8fcbdfea-f93b-4a0e-8c6c-53f4a4a8f5f4,46017,219,6074,1942
153,7af15d8b-332f-4f1b-8004-eb8adf393e60,1107,210,3308,5148
154,8302d2ed-7348-4e4f-a164-59d406c76156,39085,928,4822,8275
155,1c634db0-5330-46c1-8e98-5f4227d84c3c,3863,911,9082,3384
156,c8d0f43e-e23e-49e2-a1b0-4de645cfd902,26911,180,9777,572
157,f701fdb3-00be-4cbf-9891-a76405151201,13123,257,3883,2689
158,75338acb-9412-4c17-8d02-7ba2a9245f35,22763,164,7856,9315
159,876e993e-b521-4400-a8cb-a89fea39cb4c,8947,609,7061,13
160,509232c7-ff4b-46d0-8765-bac19a2b6bbf,4546,843,3298,9206
161,cf462303-47f9-4bae-ab98-2d10cbd52327,38150,225,5326,2784
162,e8df9e8e-5dea-43e5-a558-e2fb5605428c,1258,37,4764,3845
163,c1eeb818-1524-493f-8054-0e19ee0004ff,35112,198,606,3069
164,1a0ea204-745b-417d-9a1b-f04f45c3e267,2223,770,5815,2011
165,54e0d95b-6d5a-4af2-9d97-0c3865158817,17924,833,5400,4676
166,843c6571-5476-497d-80b5-8034bc41642b,29657,787,7261,9612
167,eb38d62b-dfc0-4488-9563-70f41c6fd1d0,17897,913,9754,5079
168,e55cb0d0-902e-4a9f-9844-a68abe8626fa,39926,397,7770,4130
169,17631e52-c353-496a-864d-79d3c0ef5144,44296,83,2122,5041
170,9d3a5a85-d198-475d-ac29-c91b99eb7949,3394,456,449,8438
171,e6cc39f8-5c28-4cbb-be5c-dcea248840cf,23014,682,8431,5248
172,d8bb7e41-2a2a-4311-a8e4-af357b6afff9,4368,780,1533,7872
173,eacf7d62-611c-4949-9433-360c4e477ca9,30230,284,707,209
174,713512b4-3737-446e-8fb2-0c8266ba8dc2,33782,292,6685,9810
175,78975911-eae6-40b3-9f32-52fe9afbe6a0,42516,829,1882,9697
176,3e9d89e5-e716-4b40-a274-96bfc3aa2ec5,33158,812,1066,7226
177,d7285712-6ddc-4ef4-84ab-b67b45058306,11583,839,443,7037
178,c2468f54-31bc-4154-b254-86b666ecc184,46546,601,4355,4560
179,61251d76-bf52-4ac8-aa24-631147a27a0b,31102,806,5564,3868
180,4bc9561a-bf4e-4eb1-992a-a87068188334,15326,188,5172,6775
181,839fe223-e97d-4229-a33f-88a4887bbb2f,21171,880,5912,4894
182,f467d800-d8d7-4f2e-b21e-dfd8524febc5,34351,314,5210,1453
183,63971fa1-3df6-492e-9523-1c06a6c79c61,18380,52,3077,7230
184,d5643fe1-2ae9-46c7-8a06-997cf63f2897,19782,552,488,4909
185,cb3adbed-eeb0-47e8-9f20-29a00f740de4,5506,741,476,960
186,a0f6c676-ce65-4592-aafc-6b42a0a4265e,27803,222,1515,2165
187,8cf14d87-adb0-4e4f-865e-ef7fa4f6fbb5,17015,487,2992,166
188,9bd2c466-7a81-4745-b6f7-df8f62587adb,807,297,9439,8647
189,13647155-795e-40e8-bfcb-aa03b3d1cd76,27266,699,9757,8899
190,3afd6637-d3f7-4c95-9251-361c0530c522,10016,753,6301,3151
191,77cbb14d-f093-4d4f-9363-292a66fec0b3,16456,653,7297,5964
192,230bf80a-2d75-4570-986d-f29fc44c0101,11743,56,832,488
193,05056257-42b9-4b90-9790-b9c72816cd1e,27435,947,3248,9511
194,8a60549b-063e-4986-a9cc-71131ae5f1c2,27152,335,4341,2611
195,8c2d1214-0280-4ef1-b7ed-1e5185efc4ea,40658,118,2238,1152
196,481a6df6-ac0e-4907-a4a0-ebd58ee0f971,37989,148,9779,3445
197,39664ef8-ec33-4f87-ac99-3230cedbce4a,29071,678,5599,3639
198,aa52f05b-e9b7-4fa9-8d6d-bee44ee18dc5,11880,836,6741,892
199,599230bf-5e75-4d83-8113-4801e5c83017,18415,469,9072,9253
200,6cfeaa7a-29ac-4b22-87fe-387ece55715b,14888,722,6984,7572
201,f22b8649-b746-400d-b276-138b56260c28,22002,410,8063,4563
202,c8961a37-549d-4fcc-b26c-8ddbcf484d3d,33898,209,5080,5234
203,fc73b154-06a3-4ea6-b00c-61bc000c82ce,9356,215,5778,1057
204,a1d16b81-1dd0-4e94-b69c-f1f0e8cdc8c1,39505,218,5056,1447
205,fc1f7ff9-9cd2-4219-af71-0d1cb52fcc55,17420,250,4592,8075
206,24cbad8e-ac37-4930-829d-434eed8c6260,38020,87,919,1577
207,05df35d3-7b64-49b4-8f73-7a99a28e0d89,17252,245,5221,6653
208,73cf8fcc-9bf3-4913-9b3f-0a5e6deaffb3,18722,316,114,4416
209,fad667e3-5fd7-4e22-a922-21980c6c4233,27496,932,4041,4915
210,50b9087b-9fc5-4583-9aee-7b24d6d496d6,33240,6,6176,5593
211,836eae2f-bb2a-48e1-8a4e-750003922866,29024,915,5322,1981
212,127e8c77-5f1d-4ce9-a908-d552014af196,44471,281,1691,605
213,1af852de-7c26-448d-b3e3-00c757b3fb46,27318,232,2466,2489
214,2886035f-f8ae-4768-93ba-d6e7af65e886,20406,326,7181,4513
215,a73f33a2-aa5b-4d43-9a1e-e4bb1e2644ec,43132,225,7008,4690
216,8a4086f3-0226-48b7-992d-e87f78f4195d,10335,539,9882,3195
217,b094b51a-b9ec-42de-865f-412caa06ba36,48066,87,4189,317
218,a9c6a668-f419-4783-8b78-44b3bd7d8920,33053,10,5331,2300
219,71b724de-5ffb-40d8-9a9e-51c4a04a931e,24982,794,2492,9552
220,ab5bed42-a5af-4151-9779-30786fdfc850,39105,223,8873,5872
221,2f13d130-233c-485e-8a7d-9bc71090adf0,21070,634,4417,5613
222,3fd09def-cf72-49b8-960c-76e0c393a03a,30613,753,4915,7138
223,421ffc4d-2d93-4cfa-ba88-8dba78096360,26459,978,3690,1210
224,e78fa212-35b4-43c0-83db-8646865010c7,42534,582,3465,7438
225,01147fc9-f0fa-46b8-8205-72f81f0f8311,29226,600,9698,4547
226,8585f80b-aa40-4c12-a138-15ec62cf2115,33254,950,3037,10000
227,eb8735d1-1322-4628-a3f9-b4c6cfe50421,7706,648,2390,7233
228,f1cd77b5-b4df-43f1-a9fa-5f44c1cf80f2,23454,407,8591,8417
229,4237a168-68d5-4ea0-9c59-3edd16763aa2,7467,995,3218,9726
230,250f2a5b-deee-4ec4-8507-718c079ed7ae,14827,48,3512,7316
231,82e0b0f2-d9d9-44f9-8d5c-7f572a43af3c,32271,7,7250,6092
232,7cf36eaa-273a-4173-af2c-862512d05314,45998,263,7016,3565
233,a2815f96-ddd0-4d32-b3f5-3402666c6919,2307,111,3939,1078
234,fb15eff3-8b4e-4f00-859a-30b70b1391ce,49956,447,3766,4040
235,706621a3-9a57-4ad7-96df-1908a63959a3,18942,813,5463,5117
236,e3db810d-8d67-458b-a9af-4b869d241a8f,30439,276,5200,164
237,6e1534a3-47e9-4c81-b51d-fc61f4208580,22847,617,181,4782
238,c5ddba69-ec2f-4482-892c-becda44879de,2827,808,5203,4325
239,ca15f981-cb6a-4ea1-a055-c9abf7d0048f,12052,739,8361,790
240,45ac806f-2bff-4d9f-9590-a5d8482c4406,14504,368,8021,6550
241,1061ad81-2411-42df-b44a-01c4c4ac164d,44135,165,8081,629
242,0ff91384-2580-47df-a175-a0df0d906bcc,32017,540,8322,2886
243,dce98a44-7471-432c-9601-324e56b7b1f1,8140,491,3901,6296
244,92acebb2-d2e8-4ec3-994d-ed5bd6419bde,33393,653,6914,5945
245,93aaa1eb-0c3e-4695-814b-e67fbf6b58aa,40518,367,8021,754
246,b13f8c8c-0524-4582-92dd-a0ba945cee8b,1791,474,5582,3266
247,ead159d6-084f-4d15-8029-7e8f948c05d9,49962,389,6144,1272
248,bc0e01d6-f753-49d5-833d-5ffdd81d8edb,22281,560,6689,7679
249,f18de194-eca7-4ad3-9d1a-5fb5a9c5b03c,6896,219,2549,4685
250,4ed4d3c9-25ab-4124-a9f0-d647cf98f078,19533,894,515,2224
251,0153d2f0-bb1a-408d-bbc4-377dc9ee7369,49387,617,5947,9522
252,73cd85ea-f333-40ba-a8d0-004c1911e6aa,42432,559,745,2139
253,c2e24d12-efd4-4bc5-a983-f6f14aa9372b,30972,384,9684,44
254,4822b756-60b6-4a1c-afd7-5c2c7c5bf581,43975,880,8781,7196
255,49cf705b-3cf2-4bd1-a384-3673a5eb21cf,48696,441,6052,6851
256,f31f06d0-0fce-47ad-bf04-8bd097e2a030,49717,409,718,7495
257,da73526a-5fa8-4750-bd84-8ea117136bf4,18268,877,6217,8220
258,107a7350-8f32-40ce-b460-340e82a99839,49431,835,7996,671
259,f94ddc67-2573-4c1f-b034-b1651fa09d48,31733,651,6646,2593
260,06ece41a-ac16-4a0c-b975-5c28c71094f1,180,488,1887,1630
261,29723e4a-eb03-4f72-98dd-ebec1e5cca96,45630,747,8151,8139
262,3b597396-fbc7-4277-baf8-0a4110bf5fc0,5113,592,5963,9610
263,cd8b0649-32ae-479b-b622-1d9738dff1a8,3241,91,2004,4988
264,dbc669b4-f786-424f-aba4-5c131c9d5f4e,46935,451,4273,1232
265,f2a0807d-7d84-46bb-9bef-d92d1f2f5652,27059,890,520,7956
266,25985ccc-6074-4c85-ad11-7b55eb1feeb8,14367,654,3624,5608
267,e9ae043b-5610-49bf-8caa-fe48859a3703,2005,182,7013,3411
268,f8d3ef6d-4e29-4967-b108-d912296c9b72,18209,605,3548,6665
269,d6fd18a7-1728-4cca-af82-e423d36e9610,1468,8,1532,4524
270,38a9081e-8b90-4a8c-be0a-149dd898c607,21324,22,3462,4674
271,4cf42825-8daf-4861-9904-e0315c57741c,17530,613,4211,8231
272,ae2d083a-96d3-45b1-b991-a3459e3859b8,8060,103,2595,2137
273,9e2b66a2-aee4-479b-b9e6-59a3de9b045f,32328,453,2130,2693
274,c6f77300-e087-43d5-8ab8-f398d5d1342e,20744,426,3093,6241
275,35eb3d01-c353-4fc9-82ed-3d094f209f79,4546,224,4244,8807
276,401f8c20-1217-467b-9944-c96dba63dd63,5786,514,6193,1625
277,8849309e-f328-4fb0-a784-736b4ac45e99,18588,977,6003,6959
278,57945b91-887a-4084-9f6e-3a3e39d36e43,25156,851,5109,987
279,58bf4d74-7d5d-4adb-91cf-dc27f39ed931,14267,169,8363,2356
280,3a361a62-f5a1-4a23-90fe-f9f46fa2f169,44452,175,751,8835
281,a8d47fa2-4ae2-4958-81be-84576af77283,20217,163,2131,7707
282,97e8c9cd-5128-44fb-b2f7-06dc96e11682,16680,828,8577,5222
283,289c2192-cdc2-4f89-a9ff-e43c3c15622f,47099,819,6998,3394
284,82047723-102f-4a4f-ae29-7a5aef41bf5f,45683,286,1085,7464
285,19bdab9c-cd6c-49d6-b903-6ce760aa8ef8,48917,843,1014,2445
286,d2bd5a0e-283d-4d5b-a9c6-e4ffa5e30db5,12755,630,5570,1417
287,a4a86fc1-2f0d-43ff-ac2d-ec6fb1683384,47684,57,2036,8669
288,361022d7-79e1-4516-ae99-9c602faf0e4a,1513,862,3693,6163
289,4933286f-2e71-4d50-ba31-706fe8895531,24234,525,5333,8643
290,e5a28759-2cf8-40bc-8eea-55ab3eb66f55,26882,343,6201,7765
291,8c701f1a-8887-402a-9813-cb39d596aa65,35835,48,1187,7671
292,9e5a6c34-ea05-489a-814d-afb84070cd67,13630,379,3843,3724
293,fd466ef8-6cb8-44a7-abc0-f55fe6a72aed,14585,867,7330,1033
294,e62788cf-414b-42af-a199-25e6c9456adb,5119,899,7653,6963
295,131e928f-58bc-4e35-a173-a1fd23f7cda9,26585,549,600,531
296,c6452db7-e97d-4359-b273-a09bba4ef24f,21916,789,4800,8864
297,fb61a278-382c-49ae-8fb0-26015a0f3dae,26762,417,3590,8937
298,7b7a5037-9612-42b1-b77b-8054a73ec6f2,27250,683,3659,2745
299,641c910d-1105-4a23-af9b-b97c538776a3,9214,709,6903,824
300,f93ee7d8-c267-46ae-b5c1-1e1000a0b691,47778,103,3740,558
301,b1d67e7f-4336-4cbc-8bea-73e39b00322d,19202,53,7868,3271
302,32bb0f34-d777-411f-a8e0-81bf8242b262,2118,854,9387,4501
303,a31cb9c8-c1da-4b44-9ab0-fb3f7d840a0c,3818,100,1260,6303
304,dc1050b3-ab25-4326-b0ab-3d8288cd20ae,19541,982,1759,9434
305,2b235662-cc84-4aba-b3dd-b65a25a8496a,10095,916,6451,2463
306,1f00bb70-50ee-433f-a089-6a0b62f74c15,11889,269,2680,8457
307,95f53f80-1e02-49c0-85e7-775d17eb28a0,22852,840,9591,9151
308,42fe1d06-cc08-4baa-9f37-f3a6b71cd8b5,43100,676,1291,4033
309,20a45152-2ef8-4efc-b9bf-12b8d917d471,7640,167,3468,7310
310,14d7bdc7-e05d-40a2-bdfa-1e09319f4c39,19511,284,4959,8941
311,f73d384b-2e26-46ca-b4a8-0214c5b879c5,16529,257,1092,743
312,7e6942f0-5648-4176-95c3-45222caba2b4,14120,370,8536,5305
313,759c14e9-aa6c-493c-970f-03d5576c116a,3577,456,9173,9206
314,ed62dee3-1623-4b7d-a467-c1ea18e7bb08,49785,17,6655,3556
315,65324836-d14e-462f-9327-46269f1b038f,26767,220,9793,4697
316,0f865abd-c7ec-487e-bf2c-7689eca017cc,35965,185,9817,2207
317,79c8ccfc-68bb-4366-98ec-0e1a2853f353,14554,993,8664,1392
318,c1e009e8-ed06-4402-b684-9ad5ba6affd7,34464,472,3814,5291
319,32d36f60-7dc3-4b88-959d-ff13e3d90a0f,40584,742,1495,1037
320,4773d59c-db45-4079-a6c6-b93d7ab7d596,32972,244,3829,8383
321,9fd66a78-c44b-45ef-b3a2-329464f0a728,22016,242,8571,5163
322,4767eb4a-aae3-49d2-8b1d-cd2dc516d796,43107,574,8599,7910
323,f5075b49-2b88-4533-8e27-b7e4f00197c7,694,410,7490,6684
324,2bde56a1-7d4b-4401-8c90-9555f45341b2,41035,243,3785,6621
325,40c2a4eb-2b0f-4396-adf8-dd85d43c447f,23911,937,5725,6914
326,d8786ec0-460d-47f7-a627-b89d7d2dd889,8070,865,9103,9015
327,09027918-d19f-42b6-ac35-efb4c5090ea3,11411,598,7199,6963
328,508d9189-7862-48f7-8adb-1cf843c0004f,16311,5,3739,3850
329,e2675856-9c69-464a-883c-c30d190052e1,23715,945,263,3354
330,a3c6196d-c500-4e1d-a11a-4d3ccc6be7be,26731,267,8980,7983
331,6c2eb16d-4b21-4eef-8c3e-1d7e7ff5a8d2,26863,95,234,7125
332,ad07f510-25cd-4aa9-b369-4bc587b56bce,25781,309,6174,4379
333,c242e82e-5430-490e-b70e-5075ad3286d1,18573,797,6674,8547
334,c767e996-cfe9-4fd4-8aa8-b38dda4bd480,7354,563,3731,57
335,586b269c-f9cc-4a11-98e1-4e65475a54ff,38694,611,7694,6089
336,64b6863d-6473-4833-a785-9915652b7fca,49431,911,9632,2437
337,212fca5e-0eef-427f-9d58-f1a65d06ff36,27103,756,9972,6534
338,241e94d5-b84b-4d49-b3f0-0218d8cb5b2c,41993,720,142,890
339,a58e8ac5-8fa2-4d7d-801f-575f8a3a3881,48169,218,6972,1677
340,47726b46-fd87-48c1-bc1e-5dc94fec204f,5003,704,8004,5370
341,3cafa302-9e7b-4c6d-8cf3-cf1395248ee4,17727,232,5078,9731
342,651874cf-b6bb-42f1-a83e-8b4786d7f3e5,22927,432,2744,9455
343,c7452e69-0cb3-4610-be1a-07ca85fc75cc,36301,138,1510,7596
344,ca07a761-b38d-4fc1-9bf1-a63b463de63b,28314,987,2960,597
345,f56029fc-858b-45f7-86a1-e0598b67d6ee,18467,327,7120,5368
346,e8727762-75f8-4650-8e10-217cf421eaaf,46415,183,7157,3732
347,16635358-d480-408e-81de-b6c9143a7c2f,46813,612,4751,3444
348,dc00387f-26e2-4893-bfb1-66f849241436,45115,202,4310,3464
