PaymentID,Amount,PaymentStatus,PaymentTime,TransationID,OrderID
35,209.7,Refunded,2025-09-28 02:19:20,bae0a30a-3d4f-4d7e-8a45-571f777d30ff,6874
36,57.84,Refunded,2025-07-31 21:10:00,43a99332-77eb-429b-8dcd-eb72b37553aa,7334
37,74.91,Refunded,2025-09-07 18:35:39,a17f5508-dac1-40f5-b26a-2aa09f282395,6188
38,122.34,Refunded,2025-01-03 10:51:57,711a2f50-e87b-454b-bc90-b582e9796bf9,1507
39,194.03,Refunded,2025-02-19 23:16:23,f99d4f02-d004-4ea2-b871-f668d3c3b8c5,2114
40,157.77,Paid,2025-11-22 06:31:49,549dedf0-9999-4ec0-9732-59d15a15094a,7691
41,75.32,Paid,2025-01-12 18:47:17,50bb807d-baea-4a3e-b9a7-ea680aa4f034,3204
42,182.02,Refunded,2025-01-22 01:56:15,7631e970-9ffd-42cb-ab9e-3d7f296605ca,2362
43,33.4,Pending,2025-08-29 01:39:38,382e9c77-0111-4e6b-a4a1-9b114d05a7e2,4336
44,96.47,Pending,2025-01-04 14:02:24,6057ce1f-90fc-4592-ace1-b175ddc9de4b,7723
45,66.66,Pending,2025-02-20 19:33:29,807f233a-dac2-49ca-956f-dc24d63a9356,9260
46,51.36,Paid,2025-03-30 12:18:07,d5bf9efb-67c4-451b-8dee-086ee6a9ef3d,8182
47,76.15,Refunded,2025-09-12 19:22:52,39e24e1d-d7da-436c-aa29-9859b33f9169,999
48,189.18,Pending,2025-10-21 14:49:25,e366bdea-1ed3-4d70-898e-d8993d8ffd96,4802
49,53.87,Paid,2025-01-18 17:43:19,19bd7b38-7de2-4ace-8217-9a0fee53d0fe,3504
50,193.27,Pending,2025-02-11 07:12:24,eabacdb8-d1ba-4897-8445-5d4c203cdc41,2412
51,37.86,Pending,2025-02-20 18:48:41,0ff5a128-d55b-4d94-bfb8-048c06866b96,4133
52,25.44,Refunded,2025-09-06 09:37:23,2cc154e9-2192-4082-aaf6-ca08cf49620e,9695
53,89.27,Pending,2025-01-14 15:49:33,532c0769-339c-4b57-a963-ea71359b2a78,1573
54,135.76,Refunded,2025-03-26 18:11:07,ba00ce63-0285-4466-8986-066707bf0a95,513
55,134.47,Paid,2025-01-09 23:15:52,e2dd004f-9358-417f-83cd-482a52917300,9803
56,183.37,Pending,2025-10-18 11:03:45,686a301f-f7f0-43de-8310-7f7243b4f95f,8966
57,122.12,Refunded,2025-06-30 04:40:23,c3d2bb6e-9060-4b41-b836-aa5384fecd52,3183
58,57.27,Pending,2025-05-30 05:38:31,0eff7b82-2c64-45ad-8513-a715702923d7,8444
59,201.97,Pending,2025-05-30 04:30:18,35275ea3-776d-4876-882d-905bd0a88d9a,3864
60,176.67,Refunded,2025-03-22 14:48:28,0c94a82e-eb0a-4866-bd83-35c7bc0f0571,6086
61,108.91,Paid,2025-04-29 04:07:11,7c055be6-0d77-4c40-a432-6f2b345bfd8f,8692
62,209.44,Paid,2025-03-25 10:02:29,679d1e00-f907-42d1-92d6-2ad2257ea231,9996
63,174.57,Refunded,2025-08-13 16:36:21,07f46b80-0503-4ebd-a957-97b9495a6260,3396
64,128.29,Paid,2025-11-09 13:02:27,917ee965-dfcd-4a2a-bf48-8fd377e87194,6146
65,26.34,Refunded,2025-02-01 23:15:34,57281dd7-8a8a-4eab-9bab-e052e01bb303,9487
66,164.38,Pending,2025-05-16 14:04:24,24a7d7ab-b5b2-49de-89e5-51722454eae1,1639
67,24.37,Paid,2025-01-04 23:52:54,71af333e-5e34-4719-b7c7-a9087c088932,3618
68,98.32,Pending,2025-05-21 13:01:37,c8e65134-1402-4834-a657-a527f7e24a24,5988
69,63.08,Pending,2025-09-08 22:44:42,6bde36d1-9e8f-4ba0-a02c-7f2b7a5fa503,4630
70,75.1,Refunded,2025-09-08 23:04:36,85d87032-ff10-44b1-8a5a-ac74fe42fd9c,2349
71,78.7,Pending,2025-08-31 20:24:56,b4b4f3bf-01a4-4061-9ca9-324b748d154b,6461
72,123.95,Paid,2025-10-13 03:35:44,9ef89806-efde-4af9-8497-e0df08e1bc13,98
73,23.18,Paid,2025-01-31 09:32:49,e2f9898e-fb77-4ba7-b8d5-1813a8c9dcd2,7928
74,144.14,Refunded,2025-02-14 11:52:25,2722e3ea-73e6-4d5b-8324-d0a89d08c167,8349
75,159.11,Pending,2025-06-27 08:31:30,70c52892-c737-4139-ae37-569b2c1629cd,7663
76,204.59,Paid,2025-11-16 01:18:53,eb4e9589-a15f-4326-b478-785ec1280890,8017
77,131.22,Paid,2025-10-06 22:02:02,f916b492-10ad-412d-b544-776dfd32e502,1583
78,181.35,Pending,2025-06-15 22:02:08,f292c839-f6b6-413e-8a8c-2f9514b5b8a7,418
79,36.98,Paid,2025-01-10 21:50:26,1c2f94c6-a5b8-49cb-be47-613cf6eb626b,3851
80,73.25,Pending,2025-01-30 14:39:24,c0907bc1-8b22-445f-a70a-1eaddb601152,4415
81,195.62,Pending,2025-04-28 15:00:13,94a38436-2da7-4753-aba3-e9bd841debc2,1340
82,79.07,Pending,2025-11-03 18:05:09,28e9e5a4-3928-4a42-aac3-4bccc82049b3,1013
83,118.14,Paid,2025-07-08 02:02:15,d12778bf-6ef6-40c7-9253-1959295a92ff,2815
84,161.9,Pending,2025-01-02 05:12:41,c8e0a6e2-aa6d-43b1-9dc7-43953ed16f2c,1907
85,176.21,Refunded,2025-01-16 01:19:29,919cc72f-8372-4708-b224-d4228e05f7c2,9431
86,99.1,Paid,2025-05-28 09:43:13,b8091df3-212e-4eda-a86b-df98cf36b2c7,1540
87,92.14,Paid,2025-01-02 22:32:47,cd4c931a-ed97-42fc-ba51-5b75cd66d4f2,1436
88,151.88,Refunded,2025-07-25 02:38:30,56f6a6ca-9d7c-411e-a86f-e43d2e32a85d,8731
89,84.45,Refunded,2025-07-13 06:49:54,71c1d30b-4226-4383-be96-0b77b8bd42c9,7179
90,86.01,Pending,2025-10-06 00:33:29,637ddc1d-8f06-4a96-b971-48c4497963ce,714
91,28.69,Refunded,2025-06-20 07:47:57,0089d4e3-0bf2-422b-a800-35fd43ebdcdd,6634
92,186.46,Pending,2025-03-27 19:42:23,4652f949-d69f-472d-abc1-a0b3c6d2d559,5403
93,128.86,Paid,2025-06-07 06:32:05,3824f86f-d7ef-4e8a-9756-329a3ee8b760,1500
94,63.28,Paid,2025-04-15 14:54:53,ac22282f-7dfc-4127-ba37-c37b9593c07f,2752
95,133.36,Pending,2025-08-02 21:43:41,7c3b5071-aa30-4024-b8dd-bd4aeb95bfd3,9890
96,173.14,Pending,2025-10-27 04:24:26,e0af63ab-6ac2-4ef9-973a-900b14736b04,4134
97,20.57,Refunded,2025-10-25 05:25:45,3440ee4e-d229-499f-954d-daa5fb8d951f,5430
98,68.44,Paid,2025-05-14 19:03:20,f53e8639-778e-4436-a6ab-0270e3163c55,6057
99,139.62,Refunded,2025-09-23 15:26:31,4e9a2bc6-6124-41d4-9e51-e209579c11ac,9762
100,53.42,Pending,2025-07-06 14:30:45,fae9b815-5f03-461c-9200-6e900a89746d,2537
101,129.31,Pending,2025-07-13 07:56:07,70c263c6-1584-4e77-bebe-fb022bb5b1d9,4647
102,173.75,Paid,2025-05-19 09:49:33,4273ee6e-5915-4770-907f-67ea518a649d,2776
103,72.05,Paid,2025-09-18 18:46:05,9829cb90-9673-4424-88f7-ce1036b6999b,3151
104,74.88,Refunded,2025-05-23 09:00:13,c9d2e9f9-fa8d-49a2-9443-568ddf3a6981,9210
105,165.24,Pending,2025-03-25 10:56:45,b4839571-afd4-4b13-9d6b-9f68c54bb51e,9645
106,40.78,Paid,2025-09-06 14:37:24,6bb687c6-812c-4f55-9def-eb6739e127b6,5739
107,92.69,Refunded,2025-10-06 12:12:44,1273edd8-a86b-48eb-947d-d56a443be43c,4072
108,98.06,Paid,2025-05-25 16:17:43,63b19496-eb73-4e50-90d3-b6fe56305462,244
109,44.51,Paid,2025-03-20 06:06:00,cdb9123a-4136-460e-938a-7070aaf2ba79,4655
110,200.61,Paid,2025-10-30 08:16:47,bee1b5a2-eeec-4a65-bb37-1b99121f3bb9,6509
111,75.88,Paid,2025-08-19 11:29:43,e3e2dd2e-3f6b-4f4f-b741-2723755f8a98,4171
112,50.56,Pending,2025-11-01 21:39:22,8273f06c-5950-4659-a8d7-19b9f693f937,4602
113,140.37,Pending,2025-03-11 23:29:30,68a7885a-6e0c-427e-addd-57e060730357,5570
114,84.17,Refunded,2025-04-15 18:14:59,ccf8defc-c544-4165-9fcb-1769c4550691,8742
115,90.55,Pending,2025-08-28 14:45:46,9240718b-7196-4504-bd1b-262c9de61858,4530
116,172.16,Paid,2025-07-03 20:39:32,e273c6fb-7d50-4b5f-ae56-1ce444264546,9001
117,170.01,Paid,2025-10-18 11:29:00,894d6c10-4f80-4545-8308-4fb25be73ebe,6675
118,115.82,Pending,2025-01-27 18:57:17,de90b664-486d-4e0e-9236-1dfff9911bf5,996
119,102.5,Paid,2025-10-19 15:47:34,6024a4d0-f75e-40c9-b99b-2f6bfeecf39f,2867
120,92.35,Refunded,2025-04-04 20:44:45,887cc1fe-b0c0-4221-af80-e1d5c1b4e76f,5237
121,144.23,Paid,2025-02-23 04:46:22,15f44213-9d1e-4f15-a908-36f73d77f97b,572
122,204.31,Paid,2025-04-19 00:30:13,f34df8ef-c075-41e3-85a7-7f03c3163548,2449
123,135.27,Refunded,2025-04-17 20:41:30,0e2f9126-377b-4d17-940c-15d9a7fc506a,8878
124,176.36,Paid,2025-07-09 19:49:04,be0a6db9-447a-448e-9dc3-ee0cbcd7f6a8,9333
125,142.33,Refunded,2025-03-30 09:22:48,bc7bf714-39fa-4b59-bd66-85fcbb174d00,8255
126,29.38,Pending,2025-05-05 19:26:13,8b4b9e4e-65f0-42aa-944f-06bf0999dfd5,8102
127,40.04,Pending,2025-05-21 05:52:22,b6112a85-4063-4698-851d-46f65b4b34ec,2690
128,204.22,Refunded,2025-09-10 07:48:58,c184b1b6-5c39-4175-bb95-05af244fef88,5557
129,87.39,Pending,2025-03-22 07:51:08,2cb8b260-0b1f-4d92-95e9-f7912ec7f7e8,6651
130,55.74,Pending,2025-09-16 07:00:55,4949745c-bc35-4e4b-8f70-12a41ab4d2b7,1488
131,28.81,Paid,2025-07-10 20:44:28,757ff578-ba64-405a-a240-220895fe98f7,3114
132,194.94,Refunded,2025-07-23 13:07:50,0a68c826-4e57-44f4-a360-d9c19360f65f,9786
133,20.68,Paid,2025-05-07 18:04:44,8e529e26-dd95-4639-b635-7b38f020c76d,5314
134,23.38,Paid,2025-11-17 13:00:20,6b6fbe48-c52f-4cd1-8ec0-eba89b0507d7,3941
135,104.44,Refunded,2025-09-27 08:18:41,e7a9a0d1-cd6d-4f5a-8af0-94930fce9b53,8247
136,145.31,Pending,2025-03-17 23:00:00,766d6bcd-3bab-49ab-b995-8dfcef26e605,4617
137,205.92,Refunded,2025-03-25 06:56:41,cc3d2924-d686-403d-b9f0-3dbb0d35513d,6112
138,96.31,Pending,2025-05-06 23:08:54,f9af1b13-ba0d-414c-8fd5-3bab90cf9df7,3507
139,149.24,Paid,2025-04-01 05:33:37,ab8f784f-cb17-4587-b151-9c5c4cdedfc3,3949
140,106.21,Pending,2025-10-23 05:47:01,6de6ec14-c261-4eb5-9707-7f40b1157a73,502
141,177.07,Paid,2025-11-16 01:27:15,7efd1c46-a07a-4f1f-8c54-bbdc73ec05cf,7978
142,22.91,Paid,2025-02-07 21:51:01,33ba6a56-c213-482b-bd3b-91509ccfa3af,4786
143,126.61,Refunded,2025-01-01 13:33:21,57e86459-95c5-4eff-9ff4-908f49c7a642,1227
144,79.08,Refunded,2025-08-28 18:27:12,d7882573-66a5-4fd4-a5d5-07ad11c3ebae,3187
145,123.66,Paid,2025-02-22 19:07:31,087934a3-b09a-4399-b436-2e2ff42a0862,6627
146,21.97,Refunded,2025-11-03 12:22:44,282ed932-567d-496c-aa5f-47e15711bb73,6176
147,151.76,Refunded,2025-04-27 16:55:53,bff1e49d-7b6e-4e56-a2d4-f1aaa3c62ca0,6005
148,78.72,Pending,2025-03-10 13:35:53,2931a644-5416-4007-8a5b-0c4c37413ac9,5171
149,22.71,Refunded,2025-01-23 04:36:21,d6f353c8-c8d7-491a-aa67-691945a79f40,1493
150,23.36,Paid,2025-09-19 05:08:20,82180e28-2197-41ef-87bf-ca9e43ddbb9d,1128
151,67.77,Refunded,2025-08-12 13:42:12,69634bc5-e65c-4f08-876a-ee859a0e999d,5396
152,170.84,Paid,2025-08-01 01:16:45,6e8216cc-d267-4279-afe6-ba6556f4986f,3556
153,120.07,Pending,2025-09-15 04:36:16,a99c46b9-26f3-4d1a-9c4c-3771731177ac,3255
154,98.1,Refunded,2025-07-28 00:33:46,e7dd8847-85cf-4562-b032-bd1d7f9972ed,1387
155,107.98,Pending,2025-07-06 12:41:48,bdcc42f3-ea28-4958-b0f5-e85ed81f0014,291
156,108.36,Refunded,2025-04-29 18:55:51,b883dc69-af03-4ac4-a9b5-1ed364ae5e0d,1885
157,30.49,Paid,2025-01-19 23:02:34,c3c628e0-7c6a-4433-958b-bb537a14bae0,6029
158,133.83,Refunded,2025-04-11 23:42:29,9ab09765-be51-4803-90d8-507ef80f3ddd,2734
159,74.99,Pending,2025-04-17 22:38:15,a7106864-f549-4ceb-ae14-f3d55f2716fb,4565
160,173.81,Refunded,2025-08-09 23:09:49,f4f5ffb8-acc7-42e9-9b48-12ed2cd85417,3868
161,43.97,Paid,2025-08-28 07:58:29,517b71bd-467c-4c78-b0ec-744212a050e1,6906
162,74.98,Pending,2025-04-09 19:20:26,dc12a4f3-1839-48c8-83d2-b3038fc44569,523
163,41.37,Refunded,2025-02-10 14:10:03,749ef5c0-f5ad-4ea2-9e68-2682412e0efe,6
164,185.24,Refunded,2025-08-23 06:30:22,0038dd23-b430-47c2-955c-c64d3fe9956d,4972
165,154.82,Paid,2025-03-19 19:12:19,205aa7aa-5681-4ecf-b8c7-56b239614a5b,2401
166,144.19,Pending,2025-04-27 05:08:35,e5054db7-5062-465a-a350-eb3d3217e783,8398
167,78.69,Paid,2025-10-26 09:18:55,c35a20ce-1857-4dca-996a-515e5354f9a6,2791
168,202.0,Paid,2025-02-22 06:23:19,8bd5a900-c435-4ac4-b196-b43275d69515,4108
169,149.71,Paid,2025-03-14 04:53:12,b1c4780d-076b-4f96-a34a-8d2ce1c6a671,2736
170,69.6,Paid,2025-05-23 19:23:16,bb669d70-2e58-4e4b-849b-9dfff423be9c,6010
171,122.77,Paid,2025-10-31 08:25:14,c0eabaa1-fa03-4963-9af5-60a4714abe14,118
172,128.04,Refunded,2025-10-03 14:42:13,859db920-91cb-4494-a755-82bdfa2a5211,7188
173,108.16,Paid,2025-03-24 18:02:28,181021b4-b598-4b95-be8a-396aa3eadbf3,5886
174,122.45,Refunded,2025-10-16 13:27:17,c66e4d66-d020-4dc1-8abf-25162748e357,816
175,150.54,Paid,2025-08-24 22:06:40,7067ed07-dc98-4592-a800-981334db1b55,7062
176,22.93,Refunded,2025-07-13 18:10:13,76d59545-2387-43a3-9afc-cc61fa1a4ac3,5742
177,83.97,Refunded,2025-08-24 14:54:18,e4d6f256-f179-44b6-a52b-666e35bffdde,7469
178,126.3,Refunded,2025-06-30 00:50:39,31835e1d-a6ac-49d3-a6ad-ccb99dda8f20,800
179,179.76,Refunded,2025-10-18 22:12:18,dc2ffbd2-433b-44b4-bfa1-d35f0906c1ed,2073
180,38.68,Refunded,2025-07-12 15:38:06,2fc688bc-ac1e-459c-9bc3-c999aa3a42d9,9317
181,123.36,Pending,2025-05-17 07:00:04,d19e31cb-8ec9-41b4-82de-0a353eaad221,3981
182,38.32,Pending,2025-06-05 10:05:31,1080cae2-d951-45ac-8108-f2fd2058cdc8,6823
183,71.72,Pending,2025-05-10 14:35:46,e8280a19-5df0-40ec-9e0a-b1a18271365b,3328
184,85.92,Pending,2025-11-09 18:37:32,ca7abdb3-39c6-4feb-86e2-4f950977895c,7769
185,124.52,Paid,2025-08-23 16:16:02,243b08e2-b3c4-4f32-957b-eedf1ca53400,5969
186,82.28,Refunded,2025-06-13 08:19:53,c63db45b-69dd-4cfb-90a0-0bcd337e496d,244
187,187.94,Paid,2025-11-13 10:17:32,1ae5d143-8f65-4b6a-ad45-04f24ce592f7,2740
188,99.11,Refunded,2025-08-24 19:45:22,69a75ccc-d9dc-4808-852b-cc693d9dc355,9976
189,111.37,Refunded,2025-07-03 06:08:59,96a47ddf-6d0a-4032-a556-426b66a2f15d,7318
190,98.76,Refunded,2025-10-24 13:15:48,b15950fd-328e-49d2-ac21-6d7e15736438,3863
191,90.64,Pending,2025-06-24 00:32:18,67a34ef5-7be9-4ec5-b22a-8e96e924d071,7188
192,204.04,Refunded,2025-11-19 01:58:56,7a1604e2-38b0-4e52-8ba4-9c7d76de42c4,5214
193,23.41,Refunded,2025-10-06 11:41:37,9a61c228-2e43-41c6-a8bf-f66a92a03f9a,7146
194,205.82,Refunded,2025-01-28 18:50:01,8f71bcd2-de23-45af-bb6d-3f3fca469d25,4433
195,136.93,Paid,2025-01-26 06:32:52,4055ddf4-1a94-4488-93e6-4d3a097c0445,3949
196,65.3,Paid,2025-09-25 03:26:44,5c0d044c-65b7-46b4-8f3a-8e0e18602399,1833
197,61.67,Pending,2025-06-07 18:19:07,6ce10fcb-4abe-44a7-bea2-f0a17769d8ea,2542
198,177.47,Pending,2025-10-04 13:28:50,c4299a67-c335-411e-8d6a-4dc956dd1a42,3473
199,90.46,Paid,2025-07-09 17:19:14,5609a164-5b2b-4ad2-b84b-582620d5263f,8990
200,162.57,Pending,2025-07-30 10:01:43,b144152b-65d1-4906-a467-1ed36340e23e,500
201,123.91,Pending,2025-10-14 17:50:45,badbbf88-4aa8-4169-8036-ecabddbba1bf,4532
202,206.36,Refunded,2025-08-13 08:19:21,353f08fb-57a4-42d3-b23b-743a8d8b6556,7648
203,185.85,Paid,2025-10-11 02:18:19,288357b4-f9c1-4593-8ca4-f7f38b0aa14d,5523
204,190.24,Refunded,2025-04-13 18:35:46,0dd6437b-d59c-4316-bb8c-04476fa78a31,4810
205,121.92,Paid,2025-02-24 13:24:56,bf06fd30-a892-4dc8-b924-8c1aaae862c8,8646
206,108.15,Refunded,2025-05-23 04:33:28,4dd124ea-dd85-4110-935b-32c643d38c00,2689
207,112.28,Pending,2025-07-08 23:27:13,f61c2da1-80ae-4a81-ae86-9d7e8a6e87f5,5765
208,43.93,Paid,2025-02-04 16:32:10,c3ebc93c-8a07-4d95-b751-2e37edad91fb,9836
209,78.36,Paid,2025-05-09 11:10:56,17ab2de4-7e7b-43e8-aea3-e9442a3f0a29,1334
210,157.24,Pending,2025-10-17 00:38:00,c70c77aa-b394-4900-b828-fa120f244a43,9083
211,132.66,Paid,2025-02-15 05:52:27,bf817126-39c2-4c07-887d-1a9dfecb4b63,3760
212,176.53,Paid,2025-04-16 18:41:13,5b004154-d2fc-406f-aee6-e13559956133,2353
213,193.99,Paid,2025-11-16 07:11:54,cb76f52c-89f8-4c14-95dd-b2526b50a56f,8201
214,98.01,Refunded,2025-03-22 03:33:15,c182f405-94a2-4e2b-9cba-9e449c22e0ac,7195
215,190.99,Paid,2025-05-08 21:18:25,7fcb5876-e78f-48f4-a318-610955f62e15,8387
216,43.71,Paid,2025-07-22 02:38:12,ebd6da11-6a77-4195-9503-ec2d45905d1e,1449
217,172.4,Paid,2025-01-29 12:01:27,3b0f8760-c97d-4480-b37b-45915048ee1a,811
218,195.07,Paid,2025-09-25 04:33:11,ab663c6b-2454-4e51-88e7-6558090cd0c3,7104
219,209.0,Paid,2025-03-16 10:43:51,f2e81eed-60a5-4968-80a4-2b8e9f00b742,9298
220,35.64,Pending,2025-10-06 21:40:20,25bc87df-257a-4af3-a389-78185914ce53,7497
221,84.03,Paid,2025-06-12 22:54:15,18b371ee-cd5b-42a9-97b4-57cd81e0456c,5004
222,195.27,Pending,2025-05-15 18:47:46,c091bb66-1e33-4445-b7c1-d7f72816d93a,6475
223,200.02,Paid,2025-08-23 10:08:09,486fc50d-0a5b-40da-bafd-3d2adeaf5513,1467
224,114.81,Refunded,2025-02-13 08:00:53,41192614-54a4-432d-8873-e11e98dc33d5,4684
225,195.8,Paid,2025-11-15 14:36:30,e33cab0e-1af7-4c6a-acfb-9713f120c0bf,3965
226,170.82,Refunded,2025-05-06 07:50:44,81081f50-ce23-43fe-870f-e842d62fb2cc,3335
227,199.97,Paid,2025-08-08 16:05:03,3e29fe5e-d54c-416b-b2d4-6ae9ce6c6de0,6062
228,25.7,Paid,2025-06-02 05:18:29,7dd697e3-74e5-410e-af73-4b1bb914ec89,1403
229,103.33,Pending,2025-04-24 10:02:09,fee7c594-eb04-49e7-8b7c-cb920ac88c80,4607
230,193.6,Paid,2025-01-23 10:30:53,6d99b7fb-447b-4020-a47e-0bd334fb435a,5627
231,70.78,Refunded,2025-07-22 02:32:17,33d35e18-3ea1-44f1-a8e4-5da76d3bbe3b,6191
232,144.58,Paid,2025-05-27 00:35:13,3aee91c3-2379-4f42-8c9a-b9db5b75b8be,4127
233,53.38,Pending,2025-01-27 00:59:26,5a074e73-864b-43c7-b40a-e9834793791f,7638
234,101.53,Paid,2025-04-07 10:59:44,d293cb0e-c285-49b1-af9e-a6400bc7379e,5995
235,143.36,Pending,2025-10-05 18:07:26,dfdb2bc0-5ab2-4792-8036-61ee6b7b44bf,3698
236,95.85,Pending,2025-01-12 22:07:26,a2fad741-7750-4c23-b12d-f6a63c53dbdd,3490
237,105.89,Pending,2025-05-17 14:16:33,be3dc293-bda1-4521-a842-74e4ddd6a36f,7972
238,128.73,Pending,2025-03-31 00:21:40,64bbfa9d-cc26-434d-b43b-1f701ccfe39c,4597
239,57.11,Paid,2025-11-18 09:05:13,ef93f2ca-e61b-4ccd-ab96-db8be5d9a449,5723
240,136.31,Pending,2025-06-17 10:25:18,a84f42ad-31f4-4933-8158-0fd5589880e7,3346
241,198.62,Paid,2025-06-21 13:35:56,2c7140fe-442f-4018-978a-3db9577fdd0c,9680
242,101.31,Pending,2025-08-08 04:05:24,99df4acf-1c7e-410d-aaab-99855c400a05,8501
243,66.13,Pending,2025-11-09 16:53:49,c3974415-a5b1-4019-bca6-88b9491445c5,2318
244,113.42,Refunded,2025-09-19 04:43:45,255807ec-a039-4e7a-8cbc-504f9329c344,9140
245,135.04,Pending,2025-01-11 17:32:48,2012aff1-eb8b-4821-8539-342ff77d7ed7,9805
246,68.35,Pending,2025-11-19 05:22:28,db23d35e-c11d-46a5-8cef-f4387e18b80c,4982
247,112.83,Refunded,2025-09-09 21:09:53,fc15389f-0cb0-473b-b26b-3e3cdc9d1d91,65
248,128.05,Refunded,2025-04-02 11:40:52,f19316ac-9bcb-45ee-b483-57fa400178a8,7399
249,176.12,Refunded,2025-08-04 20:47:58,23db6c78-0bac-4148-a3f7-5f11925971b3,8798
250,123.69,Pending,2025-04-23 12:33:56,23f01dfd-049c-44b9-81dc-ff85a032878e,10
251,90.54,Refunded,2025-06-04 17:49:01,8de76a12-a56b-454e-abed-a57b08e76386,2900
252,185.17,Refunded,2025-01-13 18:54:24,33da94e5-7731-4390-b7a3-50cdef4b7b63,8600
253,204.39,Refunded,2025-02-24 02:45:09,787c215d-9018-4aba-9d9d-86ae41b9f0f7,9722
254,131.96,Refunded,2025-03-02 20:12:50,fb592883-827a-4918-9c42-e9921a654467,2894
255,120.2,Paid,2025-10-03 06:01:26,58760596-40c2-4e36-a639-9215743a8db1,3191
256,41.36,Paid,2025-09-22 12:55:47,08206d08-018d-48d3-9ba2-d946745d2a2d,9165
257,77.63,Refunded,2025-11-02 02:31:44,37db2fb9-36d6-4736-b180-010859f43a0b,1233
258,46.9,Paid,2025-03-24 20:58:42,8e170340-4e41-4c9f-a655-d796ea3a58aa,2263
259,35.64,Refunded,2025-10-31 22:25:56,f4075183-5781-40bb-9d48-59929bd92c2f,9332
260,93.64,Refunded,2025-02-27 07:05:10,80a5a90d-0e47-4970-b613-de0416321717,1308
261,208.43,Pending,2025-03-11 10:13:26,f65b08fd-19b1-4dfe-9dfe-5bbf798cfc71,869
